Mr	Merlyn Rees	Merlyn Rees	Rees	mr-merlyn-rees
Captain	John Rees	John Thomas Tudor Rees	Rees	captain-john-rees
Mr	William Rees-Davies	William Rupert Rees-Davies	Rees-Davies	mr-william-rees-davies
Lieut-Colonel	David Rees-Williams	David Rees Rees-Williams	Rees-Williams	lieut-colonel-david-rees-williams
Mr	Joseph Reeves	Joseph Reeves	Reeves	mr-joseph-reeves
Sir	John Reith	John Charles Walsham Reith	Reith	sir-john-reith
Mr	John Remer	John Rumney Remer	Remer	mr-john-remer
Lieut-Colonel Hon.	Peter Remnant	Peter Farquharson Remnant	Remnant	lieut-colonel-hon-peter-remnant
Mr	James Remnant	James Farquharson Remnant	Remnant	mr-james-remnant
Mr	Athelstan Rendall	Athelstan Rendall	Rendall	mr-athelstan-rendall
Mr	George Rennie	George Rennie	Rennie	mr-george-rennie
Mr	David Renton	David Lockhart-Mure Renton	Renton	mr-david-renton
Mr	Alexander Renton	Alexander Leslie Renton	Renton	mr-alexander-renton
Mr	John Renton	John Campbell Renton	Renton	mr-john-renton
Mr	Timothy Renton	Ronald Timothy Renton	Renton	mr-timothy-renton
Major	Gustav Renwick	Gustav Adolph Renwick	Renwick	major-gustav-renwick
Mr	George Renwick	George Renwick	Renwick	mr-george-renwick
Lieut-Colonel	John Rhodes	John Philips Rhodes	Rhodes	lieut-colonel-john-rhodes
Mr	Hervey Rhodes	Hervey Rhodes	Rhodes	mr-hervey-rhodes
Mr	Geoffrey Rhodes	Geoffrey William Rhodes	Rhodes	mr-geoffrey-rhodes
Mr	Robert Rhodes James	Robert Vidal Rhodes James	Rhodes James	mr-robert-rhodes-james
Hon.	Charles Rhys	Charles Arthur Uryan Rhys	Rhys	hon-charles-rhys
Mr	Mark Prisk	Mark Michael Prisk	Prisk	mr-mark-prisk
Mr	Osman Ricardo	Osman Ricardo	Ricardo	mr-osman-ricardo
Mr	Samson Ricardo	Samson Ricardo	Ricardo	mr-samson-ricardo
Mr	John Ricardo	John Lewis Ricardo	Ricardo	mr-john-ricardo
Mr	David Ricardo	David Ricardo	Ricardo	mr-david-ricardo
Mr	Edward Rice	Edward Royd Rice	Rice	mr-edward-rice
Mr	Thomas Spring-Rice	Thomas Spring-Rice	Spring-Rice	mr-thomas-spring-rice
Hon.	Walter Rice	William FitzUryan Rice	Rice	hon-walter-rice
Sir	Frederick Rice	Frederick Gill Rice	Rice	sir-frederick-rice
Mr	Henry Rich	Henry Rich	Rich	mr-henry-rich
Mr	George Rickards	George William Rickards	Rickards	mr-george-rickards
Mr	William Rickford	William Rickford	Rickford	mr-william-rickford
Mr	Graham Riddick	Graham Edward Galloway Riddick	Riddick	mr-graham-riddick
Mrs	Mabel Ridealgh	Mabel Ridealgh	Ridealgh	mrs-mabel-ridealgh
Mr	Thomas Rider	Thomas Rider	Rider	mr-thomas-rider
Mr	Aurelian Ridsdale	Edward Aurelian Ridsdale	Ridsdale	mr-aurelian-ridsdale
Mr	Julian Ridsdale	Julian Errington Ridsdale	Ridsdale	mr-julian-ridsdale
Mr	Malcolm Rifkind	Malcolm Leslie Rifkind	Rifkind	mr-malcolm-rifkind
Mr	Richard Rigg	Richard Rigg	Rigg	mr-richard-rigg
Mr	Frederick Riley	Frederick Fox Riley	Riley	mr-frederick-riley
Mr	Benjamin Riley	Benjamin Riley	Riley	mr-benjamin-riley
Mr	Geoffrey Rippon	Aubrey Geoffrey Frederick Rippon	Rippon	mr-geoffrey-rippon
Mr	Cuthbert Rippon	Cuthbert Rippon	Rippon	mr-cuthbert-rippon
Mr	Joshua Ritson	Joshua Ritson	Ritson	mr-joshua-ritson
Mr	John Pugh	John David Pugh	Pugh	mr-john-pugh
Mr	Thomas Agar-Robartes	Thomas James Agar-Robartes	Agar-Robartes	mr-thomas-agar-robartes
Mr	Abraham Robarts	Abraham Wildey Robarts	Robarts	mr-abraham-robarts
Mr	Alfred Robens	Alfred Robens	Robens	mr-alfred-robens
Mr	William Robson-Brown	William Robson-Brown	Robson-Brown	mr-william-robson-brown
Mr	Walter Roch	Walter Francis Roch	Roch	mr-walter-roch
Mr	Caerwyn Roderick	Caerwyn Eifion Roderick	Roderick	mr-caerwyn-roderick
Mr	Adam Rodger	Adam Keir Rodger	Rodger	mr-adam-rodger
Mr	John Rodgers	John Charles Rodgers	Rodgers	mr-john-rodgers
Mr	William Rodgers	William Thomas Rodgers	Rodgers	mr-william-rodgers
Mr	George Rodgers	George Rodgers	Rodgers	mr-george-rodgers
Captain	John Rogerson	John Edwin Rogerson	Rogerson	captain-john-rogerson
Sir	Robert Rolfe	Robert Monsey Rolfe	Rolfe	sir-robert-rolfe
Mr	Lancelot Rolleston	Lancelot Rolleston	Rolleston	mr-lancelot-rolleston
Sir	John Rolleston	John Fowke Lancelot Rolleston	Rolleston	sir-john-rolleston
Sir	John Rolt	John Rolt	Rolt	sir-john-rolt
Mr	Herbert Romeril	Herbert Romeril	Romeril	mr-herbert-romeril
Mr	Frederick Romilly	Frederick Romilly	Romilly	mr-frederick-romilly
Sir	John Romilly	John Romilly	Romilly	sir-john-romilly
Mr	Edward Romilly	Edward Romilly	Romilly	mr-edward-romilly
Earl of	 Ronaldshay	Lawrence John Lumley Ronaldshay	Ronaldshay	earl-of-ronaldshay
Mr	James Purnell	James Mark Dakin Purnell	Purnell	mr-james-purnell
Mr	John Rooper	John Bonfoy Rooper	Rooper	mr-john-rooper
Mr	William Roots	William Lloyd Roots	Roots	mr-william-roots
Sir	Harold Roper	Harold Roper	Roper	sir-harold-roper
Mr	John Roper	John Francis Hodgess Roper	Roper	mr-john-roper
Mr	Emil Ropner	Emil Hugh Oscar Robert Ropner	Ropner	mr-emil-ropner
Colonel	Leonard Ropner	Leonard Ropner	Ropner	colonel-leonard-ropner
Mr	Samuel Rosbotham	Samuel Thomas Rosbotham	Rosbotham	mr-samuel-rosbotham
Mr	Frank Rose	Frank Herbert Rose	Rose	mr-frank-rose
Mr	William Rose	William Anderson Rose	Rose	mr-william-rose
Mr	Paul Rose	Paul Bernard Rose	Rose	mr-paul-rose
Mr	Charles Rose	Charles Day Rose	Rose	mr-charles-rose
Sir	George Rose	George Henry Rose	Rose	sir-george-rose
Mr	Walter Ross Taylor	Walter Ross Taylor	Ross Taylor	mr-walter-ross-taylor
Mr	Hugh Rossi	Hugh Alexis Louis Rossi	Rossi	mr-hugh-rossi
Mr	Peter Rost	Peter Lewis Rost	Rost	mr-peter-rost
Mr	Benjamin Rotch	Benjamin Rotch	Rotch	mr-benjamin-rotch
Mr	William Roupell	William Roupell	Roupell	mr-william-roupell
Hon.	Henry Rous	Henry John Rous	Rous	hon-henry-rous
Mr	Christopher Rowland	Christopher John Salter Rowland	Rowland	mr-christopher-rowland
Hon.	Richard Rowley	Richard Thomas Rowley	Rowley	hon-richard-rowley
Mr	Guy Rowson	Guy Rowson	Rowson	mr-guy-rowson
Mr	William Royce	William Stapleton Royce	Royce	mr-william-royce
Mr	Anthony Royle	Anthony Henry Fanshawe Royle	Royle	mr-anthony-royle
Mr	Charles Royle	Charles Royle	Royle	mr-charles-royle
Mr	Charles Royle	Charles Royle	Royle	mr-charles-royle-1
Lieut-Colonel	Charles Rudkin	Charles Mark Clement Rudkin	Rudkin	lieut-colonel-charles-rudkin
Mr	Francis Rufford	Francis Rufford	Rufford	mr-francis-rufford
Mr	Charles Rumbold	Charles Edmund Rumbold	Rumbold	mr-charles-rumbold
Mr	Walter Runciman	Walter Runciman	Runciman	mr-walter-runciman
Sir	Walter Runciman	Walter Runciman	Runciman	sir-walter-runciman
Mrs	Hilda Runciman	Hilda Runciman	Runciman	mrs-hilda-runciman
Mr	John Rundle	John Rundle	Rundle	mr-john-rundle
Mrs	Norah Runge	Norah Cecil Runge	Runge	mrs-norah-runge
Mr	Robert Rushbrooke	Robert Rushbrooke	Rushbrooke	mr-robert-rushbrooke
Mr	George Rushout	George Rushout	Rushout	mr-george-rushout
Sir	Sydney Russell-Wells	Sydney Russell Russell-Wells	Russell-Wells	sir-sydney-russell-wells
Mr	James Rust	James Rust	Rust	mr-james-rust
Mr	Edward Ruthven	Edward Ruthven	Ruthven	mr-edward-ruthven
Mr	Edward S. Ruthven	Edward Southwell Ruthven	Ruthven	mr-edward-s-ruthven
Mr	Frank Rye	Frank Gibbs Rye	Rye	mr-frank-rye
Mr	John Ryle	John Ryle	Ryle	mr-john-ryle
Mr	John Ryman	John Ryman	Ryman	mr-john-ryman
Mr	Tom Sackville	Thomas Geoffrey Sackville	Sackville	mr-tom-sackville
Mr	James Sadleir	James Sadleir	Sadleir	mr-james-sadleir
Mr	John Sadleir	John Sadleir	Sadleir	mr-john-sadleir
Mr	Samuel Sadler	Samuel Alexander Sadler	Sadler	mr-samuel-sadler
Hon.	Tim Sainsbury	Timothy Alan Davan Sainsbury	Sainsbury	hon-tim-sainsbury
Mr	Shapurji Saklatvala	Shapurji Saklatvala	Saklatvala	mr-shapurji-saklatvala
Mr	Enoch Salisbury	Enoch Gibbon Salisbury	Salisbury	mr-enoch-salisbury
Mr	Isidore Salmon	Isidore Salmon	Salmon	mr-isidore-salmon
Mr	Henry Salwey	Henry Salwey	Salwey	mr-henry-salwey
Mr	Arthur Samuels	Arthur Warren Samuels	Samuels	mr-arthur-samuels
Mr	Joseph Sandars	Joseph Sandars	Sandars	mr-joseph-sandars
Mr	George Sandars	George Sandars	Sandars	mr-george-sandars
Mr	Neville Sandelson	Neville Devonshire Sandelson	Sandelson	mr-neville-sandelson
Mr	Alan Reid	Alan Reid	Reid	mr-alan-reid
Sir	Daniel Sandford	Daniel Keyte Sandford	Sandford	sir-daniel-sandford
Mr	Elijah Sandham	Elijah Sandham	Sandham	mr-elijah-sandham
Mr	Edward Sanford	Edward Ayshford Sanford	Sanford	mr-edward-sanford
Mr	Hugh Robertson	Hugh M. Robertson	Robertson	mr-hugh-robertson
Mr	Richard Sargood	Richard Sargood	Sargood	mr-richard-sargood
Sir	Philip Sassoon	Philip Albert Sassoon	Sassoon	sir-philip-sassoon
Sir	Edward Sassoon	Edward Albert Sassoon	Sassoon	sir-edward-sassoon
Mr	Samuel Savery	Samuel Servington Savery	Savery	mr-samuel-savery
Mr	Charles Graves-Sawle	Charles Brune Graves-Sawle	Graves-Sawle	mr-charles-graves-sawle
Mr	George Sawyer	George Francis Sawyer	Sawyer	mr-george-sawyer
Mr	Thomas Scanlan	Thomas Scanlan	Scanlan	mr-thomas-scanlan
Mr	Tom Scarisbrick	Thomas Talbot Leyland Scarisbrick	Scarisbrick	mr-tom-scarisbrick
Sir	James Scarlett	James Scarlett	Scarlett	sir-james-scarlett
Hon.	James Scarlett	James Yorke Scarlett	Scarlett	hon-james-scarlett
Hon.	Robert Scarlett	Robert Campbell Scarlett	Scarlett	hon-robert-scarlett
Mr	Edward Schenley	Edward Wyndham Schenley	Schenley	mr-edward-schenley
Mr	Henry Schneider	Henry William Schneider	Schneider	mr-henry-schneider
Lieut-Colonel	Wentworth Schofield	Wentworth Schofield	Schofield	lieut-colonel-wentworth-schofield
Mr	Sidney Schofield	Sidney Schofield	Schofield	mr-sidney-schofield
Mr	William Scholefield	William Scholefield	Scholefield	mr-william-scholefield
Mr	Joshua Scholefield	Joshua Scholefield	Scholefield	mr-joshua-scholefield
Sir	George Schuster	George Ernest Schuster	Schuster	sir-george-schuster
Mr	George Scobell	George Treweeke Scobell	Scobell	mr-george-scobell
Mr	Thomas Scollan	Thomas Scollan	Scollan	mr-thomas-scollan
Lord	 Scone	 Scone	Scone	lord-scone
Mr	James Scott-Hopkins	James Sidney Rawdon Scott-Hopkins	Scott-Hopkins	mr-james-scott-hopkins
Commander	Ronald Scott-Miller	Ronald Scott-Miller	Scott-Miller	commander-ronald-scott-miller
Hon.	John Douglas-Scott-Montagu	John Walter Edward Douglas-Scott-Montagu	Douglas-Scott-Montagu	hon-john-douglas-scott-montagu
Mr	Poulett Scrope	George Julius Poulett Scrope	Scrope	mr-poulett-scrope
Mr	Edwin Scrymgeour	Edwin Scrymgeour	Scrymgeour	mr-edwin-scrymgeour
Captain	Henry Scrymgeour-Wedderburn	Henry James Scrymgeour-Wedderburn	Scrymgeour-Wedderburn	captain-henry-scrymgeour-wedderburn
Mr	Francis Scully	Francis Scully	Scully	mr-francis-scully
Mr	Vincent Scully	Vincent Scully	Scully	mr-vincent-scully
Mr	John Scurr	John Scurr	Scurr	mr-john-scurr
Sir	William Seager	William Henry Seager	Seager	sir-william-seager
Viscount	 Seaham	George Henry Robert Charles Seaham	Seaham	viscount-seaham
Sir	John Seale	John Henry Seale	Seale	sir-john-seale
Mr	William Sears	William Sears	Sears	mr-william-sears
Mr	John Sears	John Edward Sears	Sears	mr-john-sears
Mr	Joel Seaverns	Joel Herbert Seaverns	Seaverns	mr-joel-seaverns
Sir	John Sebright	John Saunders Sebright	Sebright	sir-john-sebright
Mr	James Seddon	James Andrew Seddon	Seddon	mr-james-seddon
Squadron Leader	Samuel Segal	Samuel Segal	Segal	squadron-leader-samuel-segal
Mr	Harry Selby	Harold Selby	Selby	mr-harry-selby
Mr	Harry Selley	Harry Ralph Selley	Selley	mr-harry-selley
Mr	John Sever	Eric John Sever	Sever	mr-john-sever
Mr	Henry Seymer	Henry Ker Seymer	Seymer	mr-henry-seymer
Wing Commander	Edward Shackleton	Edward Arthur Alexander Shackleton	Shackleton	wing-commander-edward-shackleton
Mr	David Shackleton	David James Shackleton	Shackleton	mr-david-shackleton
Mr	Robert Shafto	Robert Duncombe Shafto	Shafto	mr-robert-shafto
Mr	Geoffrey Shakespeare	Geoffrey Hithersay Shakespeare	Shakespeare	mr-geoffrey-shakespeare
Mr	Philip Shanahan	Philip Shanahan	Shanahan	mr-philip-shanahan
Mr	Robert Sharman-Crawford	Robert Gordon Sharman-Crawford	Sharman-Crawford	mr-robert-sharman-crawford
Lieut-Colonel	Granville Sharp	Granville Maynard Sharp	Sharp	lieut-colonel-granville-sharp
Mr	Richard Sharples	Richard Christopher Sharples	Sharples	mr-richard-sharples
Mr	Hartley Shawcross	Hartley William Shawcross	Shawcross	mr-hartley-shawcross
Mr	Christopher Shawcross	Christopher Nyholm Shawcross	Shawcross	mr-christopher-shawcross
Mr	Robert Shawe	Robert Newton Shawe	Shawe	mr-robert-shawe
Mr	William Shee	William Shee	Shee	mr-william-shee
Sir	Berkeley Sheffield	Berkeley Digby George Sheffield	Sheffield	sir-berkeley-sheffield
Earl of	 Shelburne	Henry Thomas Petty-Fitzmaurice Shelburne	Shelburne	earl-of-shelburne
Sir	John Shelley	John Villiers Shelley	Shelley	sir-john-shelley
Mr	William Shelton	William Jeremy Masefield Shelton	Shelton	mr-william-shelton
Mr	Thomas Sheppard	Thomas Sheppard	Sheppard	mr-thomas-sheppard
Mr	Ernest Shepperson	Ernest Whittome Shepperson	Shepperson	mr-ernest-shepperson
Mr	Angus Robertson	Angus Robertson	Robertson	mr-angus-robertson
Mr	Arthur Sherwell	Arthur James Sherwell	Sherwell	mr-arthur-sherwell
Mr	George Sherwood	George Henry Sherwood	Sherwood	mr-george-sherwood
Dr	Thomas Shiels	Thomas Drummond Shiels	Shiels	dr-thomas-shiels
Mr	James Shillaker	James Frederick Shillaker	Shillaker	mr-james-shillaker
Mr	Emanuel Shinwell	Emanuel Shinwell	Shinwell	mr-emanuel-shinwell
Mr	John Shipman	John Greenwood Shipman	Shipman	mr-john-shipman
Captain	Denis Shipwright	Denis Ewart Bernard Kinston Shipwright	Shipwright	captain-denis-shipwright
Mr	Peter Shore	Peter David Shore	Shore	mr-peter-shore
Mr	Edward Shortt	Edward Shortt	Shortt	mr-edward-shortt
Mr	Percy Shurmer	Percy Lionel Edward Shurmer	Shurmer	mr-percy-shurmer
Mr	Andrew Rosindell	Andrew Richard Rosindell	Rosindell	mr-andrew-rosindell
Mr	Gervaise Waldo-Sibthorp	Gervaise Tottenham Waldo-Sibthorp	Waldo-Sibthorp	mr-gervaise-waldo-sibthorp
Mr	Charles Sibthorp	Charles De Laet Waldo Sibthorp	Sibthorp	mr-charles-sibthorp
Mr	Thomas Sidney	Thomas Sidney	Sidney	mr-thomas-sidney
Captain Hon.	William Sidney	William Philip Sidney	Sidney	captain-hon-william-sidney
Mr	Thomas Silcock	Thomas Ball Silcock	Silcock	mr-thomas-silcock
Hon.	Sam Silkin	Samuel Charles Silkin	Silkin	hon-sam-silkin
Hon.	John Silkin	John Ernest Silkin	Silkin	hon-john-silkin
Mr	Lewis Silkin	Lewis Silkin	Silkin	mr-lewis-silkin
Mr	Samuel Silverman	Samuel Sydney Silverman	Silverman	mr-samuel-silverman
Mr	Julius Silverman	Julius Silverman	Silverman	mr-julius-silverman
Mr	Fred Silvester	Frederick John Silvester	Silvester	mr-fred-silvester
Mr	Charles Simeons	Charles Fitzmaurice Creighton Simeons	Simeons	mr-charles-simeons
Mr	Matthew Simm	Matthew Turnbull Simm	Simm	mr-matthew-simm
Mr	Oliver Simmonds	Oliver Edwin Simmonds	Simmonds	mr-oliver-simmonds
Mr	Charles Simmons	Charles James Simmons	Simmons	mr-charles-simmons
Mr	William Simpson-Hinchliffe	William Algernon Simpson-Hinchliffe	Simpson-Hinchliffe	mr-william-simpson-hinchliffe
Mr	Roger Sims	Roger Edward Sims	Sims	mr-roger-sims
Mr	John Singleton	John Edward Singleton	Singleton	mr-john-singleton
Mr	George Sinkinson	George Sinkinson	Sinkinson	mr-george-sinkinson
Mr	Charles Sitch	Charles Henry Sitch	Sitch	mr-charles-sitch
Mr	Trevor Skeet	Trevor Herbert Harry Skeet	Skeet	mr-trevor-skeet
Mr	Arthur Skeffington	Arthur Massey Skeffington	Skeffington	mr-arthur-skeffington
Mr	Thomas Skeffington-Lodge	Thomas Cecil Skeffington-Lodge	Skeffington-Lodge	mr-thomas-skeffington-lodge
Mr	Archibald Skelton	Archibald Noel Skelton	Skelton	mr-archibald-skelton
Mr	Frederick Skinnard	Frederick William Skinnard	Skinnard	mr-frederick-skinnard
Sir	Grey Skipwith	Grey Skipwith	Skipwith	sir-grey-skipwith
Mr	John Slack	John Bamford Slack	Slack	mr-john-slack
Mr	Robert Slaney	Robert Aglionby Slaney	Slaney	mr-robert-slaney
Mr	Joseph Slater	Joseph Slater	Slater	mr-joseph-slater
Mrs	Harriet Slater	Harriet Slater	Slater	mrs-harriet-slater
Mr	John Slater	John Slater	Slater	mr-john-slater
Sir	Henry Slesser	Henry Herman Slesser	Slesser	sir-henry-slesser
Mr	Alexander Sloan	Alexander Sloan	Sloan	mr-alexander-sloan
Mr	Thomas Sloan	Thomas Henry Sloan	Sloan	mr-thomas-sloan
Mr	Edward Smallwood	Edward Smallwood	Smallwood	mr-edward-smallwood
Mr	Donald Smeaton	Donald Mackenzie Smeaton	Smeaton	mr-donald-smeaton
Sir	William Bowyer-Smijth	William Bowyer-Smijth	Bowyer-Smijth	sir-william-bowyer-smijth
Lieut-Colonel Sir	Walter Smiles	Walter Dorling Smiles	Smiles	lieut-colonel-sir-walter-smiles
Mr	Robert Smillie	Robert Smillie	Smillie	mr-robert-smillie
Mr	Neville Smith-Carington	Neville Woodford Smith-Carington	Smith-Carington	mr-neville-smith-carington
Sir	Alfred Smithers	Alfred Waldron Smithers	Smithers	sir-alfred-smithers
Lieut-Commander	Peter Smithers	Peter Henry Berry Otway Smithers	Smithers	lieut-commander-peter-smithers
Sir	Waldron Smithers	Waldron Smithers	Smithers	sir-waldron-smithers
Mr	Richard Smithwick	Richard Smithwick	Smithwick	mr-richard-smithwick
Mr	William Snadden	William McNair Snadden	Snadden	mr-william-snadden
Mr	Henry Snell	Henry Snell	Snell	mr-henry-snell
Mr	Julian Snow	Julian Ward Snow	Snow	mr-julian-snow
Mr	Philip Snowden	Philip Snowden	Snowden	mr-philip-snowden
Mr	Tom Snowden	Tom Snowden	Snowden	mr-tom-snowden
Mr	Ernest Soares	Ernest Joseph Soares	Soares	mr-ernest-soares
Mr	Leslie Solley	Leslie Judah Solley	Solley	mr-leslie-solley
Mr	Henry Solomons	Henry Solomons	Solomons	mr-henry-solomons
Mr	David Sombre	David Ochterlony Dyce Sombre	Sombre	mr-david-sombre
Mr	John Somers	John Patrick Somers	Somers	mr-john-somers
Mr	Donald Somervell	Donald Bradley Somervell	Somervell	mr-donald-somervell
Mr	James Somervell	James Somervell	Somervell	mr-james-somervell
Mr	William Somervell	William Henry Somervell	Somervell	mr-william-somervell
Mr	Daniel Somerville	Daniel Gerald Somerville	Somerville	mr-daniel-somerville
Sir	William Somerville	William Meredyth Somerville	Somerville	sir-william-somerville
Sir	Annesley Somerville	Annesley Ashworth Somerville	Somerville	sir-annesley-somerville
Mr	Joseph Somes	Joseph Somes	Somes	mr-joseph-somes
Mr	Joseph Somes	Joseph Somes	Somes	mr-joseph-somes-1
Mr	Richard Soper	Richard John Soper	Soper	mr-richard-soper
Mr	Harold Soref	Harold Benjamin Soref	Soref	mr-harold-soref
Mr	Reginald Sorensen	Reginald William Sorensen	Sorensen	mr-reginald-sorensen
Sir	Frank Soskice	Frank Soskice	Soskice	sir-frank-soskice
Commander Sir	Archibald Southby	Archibald Richard James Southby	Southby	commander-sir-archibald-southby
Mr	J. Spaight	J. Spaight	Spaight	mr-j-spaight
Mr	Robert Spankie	Robert Spankie	Spankie	mr-robert-spankie
Mr	Herbert Sparkes	Herbert Weston Sheppard Sparkes	Sparkes	mr-herbert-sparkes
Mr	Joseph Sparks	Joseph Alfred Sparks	Sparks	mr-joseph-sparks
Sir	John Spear	John Ward Spear	Spear	sir-john-spear
Mr	Nigel Spearing	Nigel John Spearing	Spearing	mr-nigel-spearing
Sir	Alexander Spearman	Alexander Cadwallader Mainwaring Spearman	Spearman	sir-alexander-spearman
Mr	Henry Spearman	Henry John Spearman	Spearman	mr-henry-spearman
Sir	Edward Spears	Edward Louis Spears	Spears	sir-edward-spears
Mr	Keith Speed	Herbert Keith Speed	Speed	mr-keith-speed
Sir	Rupert Speir	Rupert Malise Speir	Speir	sir-rupert-speir
Mr	Anthony Speller	 Speller	Speller	mr-anthony-speller
Major	Henry Spence	Henry Reginald Spence	Spence	major-henry-spence
Mr	John Spence	John Deane Spence	Spence	mr-john-spence
Mr	Robert Spence	Robert Spence	Spence	mr-robert-spence
Mr	Douglas Spencer-Nairn	Douglas Leslie Spencer-Nairn	Spencer-Nairn	mr-douglas-spencer-nairn
Mr	Herbert Spender-Clay	Herbert Henry Spender-Clay	Spender-Clay	mr-herbert-spender-clay
Mr	William Spens	William Patrick Spens	Spens	mr-william-spens
Dr	George Spero	George Ernest Spero	Spero	dr-george-spero
Dr	Bob Spink	Robert Michael Spink	Spink	dr-bob-spink
Mr	Richard Spooner	Richard Spooner	Spooner	mr-richard-spooner
Mr	Benjamin Spoor	Benjamin Charles Spoor	Spoor	mr-benjamin-spoor
Mr	Leslie Spriggs	Leslie Spriggs	Spriggs	mr-leslie-spriggs
Mr	Iain Sproat	Iain Macdonald Sproat	Sproat	mr-iain-sproat
Sir	Alexander Sprot	Alexander Sprot	Sprot	sir-alexander-sprot
Sir	Samuel Spry	Samuel Thomas Spry	Spry	sir-samuel-spry
Mr	Malcolm St Clair	Malcolm Archibald James St Clair	St Clair	mr-malcolm-st-clair
Mr	Christopher St George	Christopher St George	St George	mr-christopher-st-george
Mr	Norman St John-Stevas	Norman Anthony Francis St John-Stevas	St John-Stevas	mr-norman-st-john-stevas
Mr	Richard St Maur	Richard Harold St Maur	St Maur	mr-richard-st-maur
Mr	Horace St Paul	Horace St Paul	St Paul	mr-horace-st-paul
Mr	Michael Staines	Michael Joseph Staines	Staines	mr-michael-staines
Mr	Keith Stainton	Keith Monin Stainton	Stainton	mr-keith-stainton
Mr	Jock Stallard	Albert William Stallard	Stallard	mr-jock-stallard
Mr	Thomas Stamford	Thomas William Stamford	Stamford	mr-thomas-stamford
Mr	Ivor Stanbrook	Ivor Robert Stanbrook	Stanbrook	mr-ivor-stanbrook
Mr	Charles Standish	Charles Strickland Standish	Standish	mr-charles-standish
Mrs	Iris Robinson	Iris Robinson	Robinson	mrs-iris-robinson
Mr	John Stanford	John Frederick Stanford	Stanford	mr-john-stanford
Mr	Henry Stanger	Henry Yorke Stanger	Stanger	mr-henry-stanger
Sir	Beville Stanier	Beville Stanier	Stanier	sir-beville-stanier
Mr	Meaburn Staniland	Meaburn Staniland	Staniland	mr-meaburn-staniland
Mr	William Stansfield	William Rookes Crompton Stansfield	Stansfield	mr-william-stansfield
Mr	Andrew Selous	Andrew Edmund Armstrong Selous	Selous	mr-andrew-selous
Sir	Charles Starmer	Charles Walter Starmer	Starmer	sir-charles-starmer
Sir	George Staunton	George Thomas Staunton	Staunton	sir-george-staunton
Mr	Thomas Staveley	Thomas Kitchingham Staveley	Staveley	mr-thomas-staveley
Lieut-Colonel	Henry Staveley-Hill	Henry Staveley Staveley-Hill	Staveley-Hill	lieut-colonel-henry-staveley-hill
Lieut-Colonel	Sampson Stawell	Sampson Stawell	Stawell	lieut-colonel-sampson-stawell
